position,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,-0.400615,0.278361,-0.304084,-0.293545,-0.204106,0.440771,-0.516413,0.421853,-0.889920,0.295045,0.343470,-1.090737,-1.432654,-0.468376,1.879706,-0.809368,1.156038,-1.020701,-1.082850,-0.435744,1.170445,1.278916,-0.122976,0.342896,1.197750,-0.791097,0.388227,-0.274724,-0.308228,-1.074016,0.128435,-0.062337,0.142761,-1.610591,0.136950,2.212869,-0.679435,0.868105,-0.698874,-0.452015,-1.628189,-0.508050,0.403417,-0.115218,-0.990380,-0.492406,-0.918429,0.677498,0.169950,0.092299,1.127266,-0.018324,0.094106,0.143017,-0.358023,-0.793808,0.581900,-0.738877,-0.319721,-0.413580,0.024365,0.591783,0.977918,0.111717,-0.704644,-0.691130,0.703676,-0.450663,-0.625812,1.757521,0.159960,0.594480,0.745628,-0.189509,0.115477,0.660628,0.238665,-0.651966,0.953593,0.070718,0.179185,0.391794,-0.278539,-0.838147,-0.465050,-0.119763,0.313623,1.068110,0.194934,0.605061,0.637607,0.002114,-0.053821,-0.070948,-0.169838,-0.783100,2.755365,-0.870966,-0.220288,-0.239837,0.279161,-0.696154,0.125634,0.062740,0.931999,-1.186704,-0.704517,0.220917,-0.138506,-0.101415,0.779102,-0.625066,0.153248,-0.341420,-0.384079,-0.206341,-2.284909,0.024960,-1.049086,-0.685835,0.463438,0.508412,0.386361,0.032310,0.347110,1.323376,0.603111,0.722783,-0.272513,-0.244317,-1.759307,-1.054040,0.911305,0.312941,-0.322017,0.929977,0.980244,-0.585696,-0.212838,1.938675,0.932858,0.926444,-0.393550,0.561320,0.499150,-0.912843,1.392666,0.276556,-0.375082,0.138716,0.354792,0.486261,-0.966640,1.546112,-0.264176,1.351436,0.612285,0.135087,-0.056683,-0.493534,0.276108,-0.957928,0.700959,-1.561677,-1.628462,-1.303226,1.105124,0.654750,3.409936,-1.013894,0.043141,0.414983,0.570317,-0.547710,0.304759,-0.359036,-0.990155,-0.738030,-0.176974,-0.465783,-0.253106,0.887139,-0.694915,0.484702,-0.549970,-1.026050,0.332979,1.017650,-0.626943,0.292480,0.082866,-0.644917,-0.342650,0.879499,-0.684407,0.600685,0.243182,-1.073348,-1.086030,0.957386,0.984035,0.578516,-0.446703,-0.695293,-0.529728,0.923806,-1.574026,0.190541,-0.389465,-0.340107,-0.880450,0.149380,0.442864,-0.406283,-0.046761,0.673390,0.287085,1.318728,-0.368460,-0.403962,0.010650,0.068835,0.478381,1.050668,-0.565367,-0.251120,-0.973693,1.639839,-1.245736,0.163862,0.045335,0.890101,-0.157576,-0.419626,-0.042714,-0.639766,-0.491004,-0.629826,0.677390,0.572932,-0.013990,-0.038631,-0.416427,0.215644,-0.151747,0.204003,-0.599730,0.053358,-1.317371,0.179862,-0.035706,0.064856,0.342557,0.512997,0.094931,-0.294475
1,0.754066,-0.913624,-0.463979,-1.375347,1.357943,0.629207,-0.239417,-0.930702,0.638093,-0.826472,0.271928,-0.700436,-2.088092,-1.219315,2.667085,0.697525,-0.548765,0.204666,1.255865,1.389542,1.165580,-0.687525,-0.016357,0.772952,0.929809,-0.096774,-0.271964,2.263922,-1.222237,-1.232637,-0.526420,-0.121990,-0.087434,0.098775,0.013269,-0.098559,-1.417439,-0.426196,1.224243,-0.844698,-0.209451,-0.217660,0.767066,-0.897281,1.379911,-0.652819,-0.534799,-0.022948,-1.558540,-0.409672,-0.930426,0.027811,0.217684,-1.548453,0.237929,-0.625284,0.684688,0.679893,0.332746,1.113248,-0.239398,-0.047788,0.404818,1.351694,1.971874,-1.526969,0.482512,-0.566442,-0.121199,0.590756,-0.135355,-1.116796,-0.222340,-0.085969,0.429070,-0.225886,-0.425216,0.760281,0.822693,-0.102474,1.120287,0.570107,2.542194,0.604093,0.307066,0.185167,-0.299527,-0.196552,-0.062554,-0.007832,0.336614,0.217764,0.645240,-0.579460,-0.785428,-0.224500,0.749822,-1.793142,-0.698106,-0.464664,0.321304,0.212547,-0.517009,-0.027434,0.196604,-0.018448,1.116671,0.758223,0.931201,-0.916693,-0.911393,0.331273,0.702133,-0.891747,0.346164,-0.842715,0.389021,-0.607337,-0.385978,-0.981159,-0.046624,-0.377521,0.325160,0.200401,-0.325414,-0.738961,-0.369913,-0.059847,0.028664,0.961431,0.665158,-0.032504,0.201702,-0.870427,-0.371725,-0.326379,-0.162853,-0.148236,-0.321577,0.297289,-0.228918,0.651982,-0.380066,-0.567838,1.355423,0.193810,0.843185,-0.760230,-0.417080,1.121185,-1.461974,-1.137856,-0.101812,0.365517,-0.723238,-0.319723,-0.105214,0.117499,-0.431400,0.604887,-0.576558,-0.419387,-1.971656,0.785256,0.134574,-0.886960,-0.545320,-0.390803,0.007622,-0.361461,0.264143,-2.165186,-0.363266,-0.253377,0.454819,-0.696214,-0.654393,-0.881449,3.531137,-0.700818,-0.195780,-0.432449,0.059057,0.321952,-1.034542,0.598361,-0.445713,0.253251,0.913207,-0.168087,-0.152325,-0.104107,-0.380529,0.137788,0.481178,0.274031,-0.058481,-0.929640,0.242213,0.739831,-0.893097,-1.317675,0.716201,0.987681,1.115866,-0.388602,0.132666,0.873329,-0.621088,-0.590969,0.029335,3.771734,-0.553849,-0.110362,1.835175,0.652738,-0.383632,-0.011230,0.661056,-0.763356,-0.339390,0.450156,0.663842,-0.086542,0.949616,-0.284224,1.055701,-0.047297,-0.301963,-0.116087,-0.404418,0.254673,-0.692969,-0.251485,1.283568,0.907312,-0.562569,1.200578,-0.731244,0.422255,-1.167672,0.288220,-1.404108,0.186012,1.046364,0.607507,-0.456004,-0.466586,0.297363,0.047964,0.122071,0.280301,0.058007,-0.158602,-0.537679,-0.011891
2,0.657509,1.429703,0.401511,-0.425645,0.747235,1.273187,-0.513897,-1.206308,-0.068554,0.025019,-0.761939,-0.333987,0.245041,1.077061,-0.469112,-0.134673,0.148469,-0.652978,-0.566903,-0.403402,-1.021979,0.253184,0.471370,-1.644189,0.634367,-0.831886,-0.762871,3.343477,0.165852,0.197882,0.905702,0.142499,-1.233301,0.092758,0.451527,0.263825,-0.044839,-0.597133,-0.640207,0.031717,0.139363,-0.451445,-1.140871,-0.962336,-0.427024,-0.626524,0.907335,0.921508,-0.158016,-0.209719,0.512217,-0.762301,0.777207,-1.151934,-0.764989,-0.111903,0.588821,0.334106,0.842613,2.205152,0.667906,-0.081813,-0.402139,0.572411,-1.523822,-0.950381,0.147666,0.635036,0.207310,-0.679445,-0.842639,-0.564184,0.647505,-0.925512,0.264201,-0.187827,0.641588,-0.578913,1.942432,0.071272,0.187705,-0.289398,0.762146,-0.132437,0.101814,-0.910560,-0.315087,0.701327,-0.088081,-0.529350,0.409594,-0.572273,-0.534528,-0.320712,0.322671,2.169604,-2.035917,0.171230,0.363827,0.666973,-0.077962,-0.193497,0.312883,-0.199114,1.348670,0.873763,-0.250208,-0.046324,-0.763600,0.203649,-0.293539,0.827061,0.886521,-0.838685,-1.005587,-1.450139,-0.737181,-0.991439,-0.760487,-0.245125,-1.122006,-0.184836,-1.603539,-0.361739,-0.330319,-0.053003,0.560489,0.553927,-0.814199,-0.202384,0.592855,-0.574042,0.181002,-0.227027,-1.105729,0.474994,0.001422,-1.169169,0.891934,0.559727,-2.014245,0.716956,-0.085984,-0.426707,0.357506,-0.685131,0.009727,-1.225058,0.693586,0.374171,-0.496379,-0.513037,-1.029451,1.632925,-0.530130,-0.172975,0.507998,0.392067,-0.039711,-0.052539,3.028765,1.136709,-0.059905,-1.448720,0.119364,0.395774,0.092849,-0.410903,-0.030158,-0.494015,-1.180152,-0.747959,1.194186,0.659564,0.275999,0.014023,0.533488,0.250587,-0.199808,-0.237995,-0.317619,-0.847547,0.803307,0.296716,-0.255319,0.062225,0.164709,0.371840,0.216042,0.000750,0.067351,-0.043229,1.090047,-0.510320,-0.561999,-0.282839,-1.156745,0.936367,-0.431455,0.462604,1.618997,1.229383,4.166499,0.085511,-0.994128,0.212590,-0.561688,-0.692673,0.554341,0.952971,-1.225278,0.195131,-0.375566,0.538023,1.383376,0.222597,-0.178184,0.620856,0.224261,-0.665163,-0.215991,-0.024818,-0.000939,-0.201326,-0.795512,0.364848,0.559890,0.248937,1.039761,-0.924531,0.645368,-1.260179,-0.977012,-0.948101,0.325114,0.851288,-0.376613,-0.367574,0.591078,-0.136392,-0.141777,-1.420990,-0.010776,0.640484,0.045011,0.298790,0.466411,0.335886,-0.541246,-0.784306,0.270735,1.161711,-0.218139,0.781823,-0.502039,0.575541
3,-0.259142,1.473453,-0.102227,-0.147802,0.048786,-0.739068,-0.775917,-0.010501,-0.508291,-1.345111,-0.239468,-0.362189,0.611961,-1.168936,0.949953,0.457489,-0.400133,0.592563,-1.529236,-0.347009,-0.421147,0.527981,1.305815,-0.265712,0.382976,0.170335,0.451827,-0.310927,-0.587064,0.386361,0.735333,-0.436636,1.324036,-0.814156,-0.063493,1.414689,-0.427208,-0.490063,0.503829,0.809073,0.845497,3.666932,-0.678059,-0.487617,0.416844,-0.564868,0.035655,0.226964,-0.413671,-0.239820,0.275086,-0.472512,-0.053247,0.557127,0.870724,-0.724118,-0.359647,0.082370,1.466133,-0.138047,-1.034690,-1.479458,0.018742,-0.581411,-1.264603,-0.927974,-0.352403,-1.776920,1.069253,-0.632756,-1.218193,0.791584,1.493119,0.313067,0.660265,0.133592,0.437724,0.408068,0.942420,-0.529533,0.622786,1.982528,-0.232994,-0.574742,-0.502595,0.395519,0.551510,-0.527128,1.921372,-0.484203,-0.523217,0.798900,0.260677,-0.483847,0.680276,-0.654542,0.531196,2.484696,-0.271374,-0.689545,-0.018101,-1.138638,0.298022,1.013063,0.127679,0.129646,1.338021,0.097883,-1.122942,4.164774,0.167162,-1.119585,0.126528,-0.273365,0.026780,0.459056,-0.679780,-0.438866,-2.027699,-0.309431,-0.614794,0.261486,-0.568265,0.447915,-0.550435,0.926325,-1.339822,-0.116364,-0.204010,-1.470589,0.127128,0.171671,1.025987,-0.005543,-0.659677,-0.009221,0.339346,0.180222,0.429604,-1.046344,-1.022057,-0.929144,-1.345999,-0.389473,-0.831879,-1.550550,-0.239767,1.045326,-2.135610,1.026243,-1.268490,0.977770,-0.580382,0.348020,-0.330219,-1.326095,-1.786047,-0.884097,-0.290224,-1.522405,0.287716,1.328693,-1.211647,1.159035,0.175840,-0.415091,-0.076988,-0.829819,0.348184,1.090026,1.131107,-0.170563,0.377390,-0.302580,-0.246405,-0.794375,0.353477,0.547322,1.124562,0.130541,-0.501887,-0.179070,-0.569221,1.084263,0.251110,0.015376,-0.065003,-0.521852,0.458735,0.381247,-1.346961,-0.156787,-0.610075,-0.062100,-0.666536,-0.491963,0.866023,-0.234856,0.044882,-0.528118,1.386045,-0.364170,1.259446,0.174086,0.561307,-0.100328,-0.352896,0.584962,1.048969,0.479505,-0.672814,-0.340531,1.316928,0.982080,-0.243290,-1.066602,-0.303945,-1.018590,0.373178,-0.100876,-0.317838,-1.010890,-0.099763,-0.441352,0.602216,-0.011368,-0.251803,-0.709325,0.805201,0.298480,0.203816,-1.112820,0.998595,0.090153,1.066704,-0.724727,-0.245470,-0.665768,0.573153,0.368095,2.828572,0.589571,0.290312,-0.038856,1.515933,-0.140535,-0.734487,-0.301647,-0.032958,0.020166,-0.290387,0.634593,-0.086411,1.862597,-0.114156,-1.765354
4,0.513847,0.212317,-0.600357,0.446901,-0.790895,-0.258500,0.177842,-0.370673,0.185735,2.185287,0.390600,-0.646332,-0.364278,0.788956,0.049797,-0.262973,0.142570,-0.606945,-0.585259,-0.201772,0.006934,-0.590283,0.101925,0.891365,0.694651,0.067494,-0.378793,-1.146629,0.440271,-1.147322,3.940407,0.110479,-0.418653,1.215120,0.596997,-1.426234,-0.485323,-1.850212,-0.378413,-0.089993,1.009867,2.250179,0.086007,-0.778024,-0.290266,-0.281235,-0.640090,0.105698,0.473227,-0.321245,-1.146117,0.211842,-0.211868,0.348447,-0.956286,-0.903505,-0.673993,0.503467,-0.082850,-0.296259,-0.599323,-0.497113,-0.287546,0.192603,0.508850,1.428752,0.107266,0.292973,0.102894,-0.320869,-0.031193,-1.254602,0.062819,-0.332988,-0.341474,0.418436,0.406959,1.963831,0.037461,-0.018923,-0.283445,-0.707593,0.716655,1.174017,-1.570678,1.999567,-1.687273,-0.161416,1.589223,0.326065,-0.627973,-1.482620,1.324130,-0.359732,-0.831767,-0.508598,0.317989,-0.413059,0.065150,-0.361335,-1.593826,-0.440783,-0.612368,1.797126,0.028349,-0.834240,-0.095076,1.072267,0.189223,-0.488956,-0.255820,0.667827,-0.623339,0.331853,-0.506409,0.510636,0.488839,0.534528,1.136980,-0.330428,-0.097929,0.172807,0.827267,-0.441973,-0.414220,0.646936,-0.504116,-1.505340,0.321454,-0.584119,-0.432501,0.770528,-0.476456,0.814665,0.716337,0.627910,-0.864793,-0.274933,-0.011415,-0.307411,0.149939,-0.421412,0.127509,-0.358212,-0.009021,-0.690318,0.492490,0.062277,0.533130,-0.327218,0.350017,0.165292,0.111684,0.337468,0.924456,0.454490,1.025393,0.378022,-0.615934,-0.371993,-0.531793,-1.148369,-0.675203,1.619923,1.218870,-1.138047,0.134547,0.343946,-0.110673,-1.399983,-0.031937,-0.437021,-0.100017,1.894053,-0.490829,0.644531,0.390783,-0.103511,-0.116681,-0.822081,-1.378859,-0.075878,0.429419,-0.564123,-0.412947,-1.091455,-1.376887,-0.342220,-0.896010,-0.119526,0.615052,-1.319893,0.202241,0.241253,-0.390981,0.149326,0.481641,-0.331459,1.840398,0.027882,0.461990,-0.116977,0.457749,2.222292,-0.550384,-0.630737,3.052054,0.250274,-0.869474,-0.144497,0.676886,-0.131659,-0.465410,-1.445690,-0.014770,-0.402233,0.539287,-0.889295,-0.644522,-1.499702,0.764481,1.135336,0.204416,-0.559240,0.871750,0.595936,0.254616,-0.408707,0.111207,0.098385,1.034625,0.658153,-0.712817,0.383384,-0.563537,0.241235,-0.022461,2.511961,-0.438688,-0.546646,0.335562,-0.185021,-0.150161,-1.409100,0.353074,-0.551350,-1.245039,0.071088,0.650527,0.180744,-0.588251,-0.177581,-0.733659,0.703950,-0.230780,1.080018
5,-0.789593,0.485458,-1.043825,-0.070370,0.689347,0.051271,0.652003,-0.434431,0.803244,0.282730,-0.017337,-0.241397,-0.574845,-0.095179,0.402053,0.312012,-0.858158,0.503312,2.721126,-0.125779,-0.738806,-0.353487,0.254403,-0.985142,0.081165,-0.167522,0.494817,-0.245159,0.217323,-0.005234,0.992141,0.252469,1.659164,0.658515,-1.234929,3.102513,0.538797,-0.440539,0.051277,0.816251,-1.090226,-1.561497,1.380646,0.302766,0.938168,0.297537,1.394239,-0.120497,-0.931322,-1.190472,0.670219,-0.474385,-1.404687,1.000646,0.172432,-0.144812,-0.007865,-0.985670,0.175514,-1.037907,0.477964,0.049713,0.650021,-0.271874,-0.677819,0.853675,0.286693,1.293286,-0.309968,0.268903,-0.073831,-0.881203,-0.415627,-0.811202,-0.819624,1.848714,-0.044493,0.091405,-1.212492,-0.271722,-0.989224,-1.252000,-0.271794,0.440409,3.405722,0.194503,0.594718,-0.288240,-0.836872,1.136366,4.048055,-1.052503,0.164200,0.747392,-0.136571,-0.098573,-1.377602,0.486503,-0.672975,-0.013991,-0.667007,1.357639,-0.817908,-1.067697,0.354103,0.574078,0.141172,-0.049446,-0.404828,0.638213,1.196053,-0.436107,0.292535,0.647023,0.681969,-0.115039,0.681078,-0.308580,-0.430178,-0.382697,-0.138528,1.440239,-0.252697,-0.743357,-0.337661,-0.526972,0.127324,0.166953,1.046512,-0.718000,-0.311007,1.523553,-0.492876,-0.386287,1.329436,-1.316034,1.332277,0.382921,0.067065,0.623403,-0.483202,0.183369,-0.780886,-1.168447,-1.120311,-0.341869,-0.811935,0.955787,0.757955,-0.663568,-0.896194,0.211503,-0.279028,-0.671151,-0.953635,1.181975,0.314000,-0.277869,-0.669820,-1.842409,0.309933,1.711246,0.541397,-0.205400,-0.830897,-0.724375,0.164955,-0.327215,-1.612717,-0.169378,-0.868059,0.621800,0.787990,-0.259472,0.357198,1.528008,-0.449644,1.360007,-1.155185,0.785562,-1.013933,0.485465,1.246192,-0.481270,-0.650623,0.660890,0.195011,-1.040384,0.657014,-0.466091,0.002092,1.133632,-0.628834,-0.812697,0.204273,-0.483721,-0.758297,-0.385581,-0.159478,-0.132336,-0.588040,-1.399451,-0.569042,-0.057854,0.507975,0.064425,-0.554681,0.738028,-0.350844,0.466229,0.134547,-0.287191,0.983367,1.151094,0.901213,-0.240557,1.024578,-0.146167,-0.370964,0.714044,-0.646205,0.255665,0.755465,-0.141119,-0.684168,0.626948,-0.481276,0.477203,-1.236837,-0.653953,0.756571,-0.615382,0.729323,0.667973,-0.187628,-1.285562,0.718414,-0.309581,-0.572252,-0.322193,-1.282097,-0.076777,-0.309235,-0.877331,-0.250169,-0.211588,-0.878460,-0.588254,1.292056,-1.357786,-0.302611,0.582750,-0.577074,-0.404513,-0.126457,-0.327064
6,0.396293,-1.093908,-0.519959,-0.698013,-0.835995,0.179049,-0.124001,-0.826918,-0.197618,0.261020,0.223195,-0.186765,0.539289,0.658164,-0.204760,-1.826957,-0.114795,-0.915267,-1.099814,0.407488,0.334251,0.142270,-0.443924,1.345959,-1.211897,0.180675,-0.690185,-0.442447,-0.276698,0.971999,-0.154688,-0.195525,-0.212212,0.358069,-0.943497,0.329215,-1.702430,0.693010,0.282875,0.797345,-0.560888,-0.706676,0.293858,-0.143492,-0.344741,1.208658,1.288889,-1.044143,-0.418147,1.177815,-0.470985,-0.787845,0.546015,-0.269259,2.530002,0.194387,0.524917,-1.529503,-0.671690,0.472027,-0.909164,0.264529,0.500598,-0.717892,0.221367,-0.957358,-0.394315,-0.305568,-0.599260,0.534301,-1.269573,0.144064,-1.408980,-1.032180,-1.928673,-0.336123,-1.161420,0.617225,0.314458,-0.060316,0.505605,0.763491,-1.050897,-0.592212,-0.365938,0.294303,-1.331949,-0.490426,2.348101,-0.276321,0.652221,0.614201,-0.066699,-0.940273,0.340545,0.656717,-1.198287,0.394450,-1.082032,0.668306,0.041310,0.265246,0.764250,0.714220,0.249082,0.374333,1.420015,-0.158776,0.719965,-0.247185,0.147775,0.138107,-0.104105,0.640599,-0.287138,1.452389,-0.106082,0.096169,0.318245,-1.583635,-0.199600,-0.268618,0.008604,0.598265,-0.136867,-0.462303,0.299141,0.904333,-0.296907,0.391301,1.135254,-0.610493,0.357289,-0.607363,0.728508,1.005421,0.532935,-0.657855,0.346845,1.314034,-0.045020,-0.033342,-0.044385,2.424678,0.180265,-0.229313,0.570989,-0.168122,-0.809946,0.271133,0.059840,0.003295,-0.910297,0.344998,2.058210,0.628518,-0.963440,-0.137071,0.155695,0.672715,0.337921,-0.471362,-0.002547,1.249783,-0.494878,0.120541,0.447309,1.475301,-0.545928,0.104476,-0.137099,-0.239261,0.061803,-1.397144,0.930857,0.491582,-0.374061,0.123235,0.685506,-0.243711,1.381903,0.948662,1.138997,0.202285,0.003715,-0.233498,-0.889334,0.683800,0.075077,1.433403,-0.200034,0.862866,-0.467052,-0.019074,0.254472,-0.875492,-0.728377,0.544997,-0.669290,0.193425,-0.535663,-0.450661,-1.094044,0.088959,-0.760885,-0.460115,-1.186630,0.244924,-0.336795,1.480999,0.601722,0.100189,-0.103345,-0.105809,0.689842,-0.757536,1.794237,-0.221060,-0.822027,1.207603,-0.164938,0.232748,0.768522,0.665615,0.054548,-0.722977,-0.843049,0.822310,-0.800655,-0.548947,-1.195146,-1.735637,-1.847610,0.164015,-1.440823,0.811133,1.434615,0.015815,-0.729391,-0.146635,1.530727,0.930832,-0.782448,-0.834776,-0.543516,-0.198402,0.838780,0.004560,0.653561,0.169164,-0.351802,-0.677195,-0.400135,-1.016642,0.631409,1.018875
7,0.146089,-0.283236,-0.518068,-0.168212,-0.387182,-0.211606,0.489563,-0.522254,0.832903,-0.269621,-0.146966,0.752848,0.167037,0.931160,-0.602365,-0.774635,-0.590437,-0.505638,0.808165,0.802834,-0.293469,-0.248466,0.003465,-0.318971,0.203737,1.358621,-1.040537,-1.031296,-0.283241,-1.077009,0.328712,1.219210,0.480528,0.207591,-0.142491,0.039268,-0.349982,-1.087712,-0.012618,-0.896246,-0.170129,1.140246,0.688500,0.825988,-0.017679,1.781813,-1.278860,0.272619,0.292040,0.498154,0.279301,-0.429298,-0.430675,0.040954,0.352662,-0.542779,0.216096,0.361554,0.549043,0.212089,-0.854949,0.415301,-0.525855,-0.055572,0.721394,-0.005956,0.236708,3.635034,0.897754,0.085572,-0.258971,-0.898127,1.024892,0.037625,0.776304,-1.092269,0.011141,-1.052662,-0.482560,-0.508459,0.470872,0.586338,0.502771,0.051996,-0.385079,-0.472956,0.363457,-0.808732,0.640497,-0.477255,-0.625036,0.970365,0.408821,-0.287127,0.530072,0.928792,0.086372,-1.032120,0.161784,-1.775417,2.717109,0.430499,0.043862,-0.648726,-0.523464,0.147200,-0.923530,0.658131,0.223439,2.049335,0.514899,-0.527875,-0.512436,-0.627606,0.304369,0.739614,0.350954,0.101454,-1.536194,0.416302,0.178589,0.173317,-0.641286,1.292360,-0.522413,-0.058926,2.667933,-0.392734,-0.035768,-0.247309,0.596122,0.042759,-1.109329,-0.390657,-0.332219,0.092232,1.415224,0.414073,0.165670,0.413519,-1.029766,-1.367154,-1.413579,0.617987,-0.151589,0.100694,0.988849,-0.108441,-0.951571,-0.320611,0.080982,-0.749665,0.710596,-0.111057,-0.351490,-0.276217,0.869062,-0.793709,-0.152623,-0.805123,0.144333,-0.216944,0.517689,0.230652,0.016610,0.078117,-0.694029,-0.035820,-1.164532,0.447584,-1.885734,-0.146916,-0.805567,1.082840,-1.156480,0.299506,-0.129446,-0.196959,1.009065,0.259432,-0.535461,-1.542076,-0.803996,-0.351776,0.240754,-0.868020,0.751874,0.938890,0.503057,1.722242,0.301319,-0.011057,0.144462,-1.358450,0.702710,0.425954,-0.032166,-0.910573,0.437368,0.755754,-0.554283,0.594619,-1.142587,0.394748,-0.759723,-0.539225,-0.015211,-0.014623,0.190554,0.245980,0.460796,-0.117746,0.356242,0.266987,-0.356912,-0.651175,0.146908,0.453254,-0.256521,-0.218535,-1.256871,0.242554,0.074709,0.542817,-0.000483,-0.500903,0.565657,-0.204695,0.222796,1.301081,0.014389,-0.382676,0.868409,-0.020512,0.349796,-1.843433,-1.161540,0.768654,-0.477960,0.084107,0.729884,-0.066319,0.720964,0.273024,-0.333625,-0.678068,0.407441,-0.893963,-1.588697,1.251714,-1.464793,-0.853193,0.305470,1.180133,0.089070,-0.412634
8,-1.208193,-1.132412,0.374515,0.577302,-0.329232,-1.278546,-0.127437,1.269267,-0.739559,0.178277,-1.721011,0.104863,-0.243484,1.267897,1.560477,0.330072,0.856704,-0.489486,0.057667,-0.513356,0.111771,-0.690437,-0.658722,-0.436627,0.710536,0.368087,-0.817886,-0.750717,0.361551,-0.206388,0.526267,1.075646,-0.285105,-0.136967,-1.350792,-0.136154,-0.285887,-0.753914,-0.141230,-0.083481,-0.474918,0.657176,-1.007041,-1.551053,0.092354,0.026289,-0.283609,0.973074,-0.717354,0.040522,0.357712,0.184727,0.719095,-1.018090,3.981170,-0.195294,0.414486,-0.764121,-0.036521,0.700877,-0.283820,-0.171566,0.553761,-0.270653,-0.478520,-0.577751,0.457483,-0.636451,-1.164866,0.612458,-0.155587,0.318955,0.675580,-0.109197,0.124345,0.167064,0.511622,0.125365,-0.174650,-1.051308,-0.658066,-0.855178,-0.458598,-0.981384,0.205634,1.159236,-0.215568,3.182514,0.591996,0.312434,-0.840996,-1.191664,0.225949,-0.220118,0.037622,0.159462,-0.550738,-1.185356,0.623128,-0.590015,-0.912160,-0.674183,-0.170347,0.129946,0.477584,0.654467,-0.572194,-1.136412,-0.535091,0.179210,-0.294978,-0.331718,-0.128810,0.064763,-0.494636,0.474606,0.366400,-0.279198,1.084607,0.257222,0.312389,-0.834041,-0.670026,0.780871,0.302355,-0.030664,-0.015420,-0.194993,1.114930,-1.261033,-0.361801,0.519622,-0.174452,-0.903081,0.053885,1.117664,-0.746835,0.085089,-0.857989,0.404884,1.449183,0.977725,-0.548664,0.792091,0.189513,-1.075763,3.114312,0.620555,0.997532,-0.924995,-0.459696,0.276363,0.111372,0.158754,0.277418,0.463697,-1.386118,-0.700593,0.505789,-0.248800,-1.307783,0.782404,-0.531242,-1.098534,-0.265586,0.271976,-0.667717,-0.231251,-0.174038,0.993232,1.706692,0.149538,-0.343214,0.209067,0.395382,1.011180,1.549062,-0.113773,0.589576,-0.957143,1.078905,-0.623016,-0.409618,0.572458,0.917403,-0.577629,0.169136,-0.523198,-0.452689,1.480296,-0.617139,-0.211643,-0.912338,-1.063178,-0.920788,-1.137529,-0.399432,0.451916,-0.510944,-1.078147,-0.557962,0.149359,-0.087765,0.311253,0.538887,0.495729,-0.755286,-0.267978,0.154783,-0.515260,0.174631,1.401035,-0.311704,-0.897755,-0.410447,-1.367919,0.125924,1.875858,0.328831,-0.945531,0.317990,-0.125736,0.577258,0.058206,1.076633,1.714659,1.701241,1.371691,0.350574,0.880708,-0.062821,1.099604,0.674594,-1.300516,-1.744017,0.765762,-0.028616,-0.028259,-1.574410,-0.312565,0.871038,0.516359,0.895986,0.701872,0.023911,-0.045798,-0.787942,-1.412746,-0.507424,2.112697,-2.375024,-0.537493,1.561680,1.813203,0.438252,-1.245908
